workclass,education,marital-status,occupation,relationship,race
 Private, 12th, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White
 ?, HS-grad, Married-AF-spouse, ?, Wife, White
 Private, 11th, Married-spouse-absent, Craft-repair, Not-in-family, White
 Private, 9th, Never-married, Craft-repair, Not-in-family, White
 Private, Bachelors, Divorced, Sales, Not-in-family, White
 Private, HS-grad, Never-married, Exec-managerial, Own-child, White
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White
 Private, 11th, Never-married, Other-service, Own-child, Black
 Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White
 Private, Some-college, Never-married, Other-service, Own-child, Black
 Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, Not-in-family, White
 Private, 12th, Never-married, Handlers-cleaners, Own-child, White
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Married-civ-spouse, Sales, Husband, White
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, 10th, Never-married, Farming-fishing, Own-child, White
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White
 Private, Some-college, Never-married, Sales, Own-child, Black
 Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White
 Private, HS-grad, Never-married, Other-service, Not-in-family, White
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White
 Private, 11th, Never-married, Other-service, Own-child, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black
 ?, Bachelors, Separated, ?, Not-in-family, White
 Private, Masters, Never-married, Exec-managerial, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White
 Private, 1st-4th, Married-civ-spouse, Other-service, Husband, White
 Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Never-married, Prof-specialty, Own-child, White
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White
 Private, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander
 Private, HS-grad, Divorced, Craft-repair, Own-child, White
 Self-emp-inc, HS-grad, Widowed, Sales, Not-in-family, White
 Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White
 State-gov, Some-college, Separated, Exec-managerial, Own-child, White
 ?, Some-college, Never-married, ?, Own-child, White
 Private, 12th, Married-civ-spouse, Craft-repair, Husband, White
 Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White
 Private, Some-college, Married-civ-spouse, Sales, Husband, White
 Private, 9th, Never-married, Transport-moving, Own-child, White
 Private, Assoc-acdm, Separated, Other-service, Not-in-family, Black
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White
 Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White
 ?, Some-college, Never-married, ?, Other-relative, Black
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Local-gov, HS-grad, Never-married, Other-service, Own-child, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, Some-college, Divorced, Prof-specialty, Not-in-family, White
 Private, 11th, Married-spouse-absent, Handlers-cleaners, Unmarried, White
 State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White
 Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White
 Private, Masters, Divorced, Exec-managerial, Unmarried, White
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Black
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White
 Self-emp-not-inc, 11th, Married-civ-spouse, Other-service, Wife, White
 Private, 11th, Widowed, Other-service, Unmarried, White
 Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo
 Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White
 Private, Bachelors, Never-married, Exec-managerial, Own-child, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Never-married, Sales, Own-child, White
 Private, HS-grad, Never-married, Other-service, Own-child, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black
 Private, HS-grad, Never-married, Other-service, Own-child, White
 Federal-gov, Bachelors, Married-spouse-absent, Tech-support, Not-in-family, Asian-Pac-Islander
 Private, 9th, Never-married, Transport-moving, Not-in-family, White
 Self-emp-not-inc, 10th, Widowed, Transport-moving, Other-relative, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, Bachelors, Never-married, Sales, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black
 Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White
 Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White
 Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White
 Private, 11th, Never-married, Craft-repair, Own-child, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Never-married, Other-service, Own-child, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, 5th-6th, Never-married, Farming-fishing, Other-relative, White
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Bachelors, Never-married, Sales, Own-child, White
 Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, Black
 ?, Some-college, Never-married, ?, Not-in-family, Amer-Indian-Eskimo
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White
 ?, HS-grad, Widowed, ?, Not-in-family, Black
 Private, Some-college, Never-married, Sales, Own-child, White
 Private, 10th, Separated, Transport-moving, Own-child, White
 Local-gov, Assoc-acdm, Divorced, Tech-support, Own-child, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Divorced, Exec-managerial, Unmarried, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Private, 10th, Never-married, Adm-clerical, Own-child, White
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black
 Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander
 Private, Bachelors, Divorced, Adm-clerical, Unmarried, White
 Private, Masters, Divorced, Exec-managerial, Unmarried, White
 Private, HS-grad, Widowed, Sales, Not-in-family, White
 Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Private, Some-college, Never-married, Sales, Not-in-family, White
 Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White
 Private, Masters, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Divorced, Sales, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Never-married, Sales, Own-child, White
 ?, Assoc-voc, Widowed, ?, Not-in-family, White
 Private, HS-grad, Never-married, Other-service, Own-child, White
 Federal-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo
 Private, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander
 Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, 9th, Never-married, Craft-repair, Own-child, White
 Private, 9th, Never-married, Other-service, Not-in-family, White
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White
 Private, HS-grad, Never-married, Priv-house-serv, Own-child, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White
 Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White
 Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black
 Private, HS-grad, Divorced, Other-service, Own-child, Black
 Private, Bachelors, Divorced, Prof-specialty, Unmarried, White
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, HS-grad, Never-married, Transport-moving, Own-child, White
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White
 Private, Some-college, Divorced, Other-service, Own-child, White
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Local-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White
 Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 ?, HS-grad, Married-civ-spouse, ?, Husband, White
 Private, Assoc-voc, Separated, Sales, Not-in-family, Black
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White
 Private, 11th, Never-married, Sales, Own-child, White
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander
 Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander
 Private, Bachelors, Divorced, Prof-specialty, Unmarried, White
 Private, Some-college, Never-married, Sales, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Other-service, Wife, White
 Private, Some-college, Never-married, Transport-moving, Unmarried, White
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Divorced, Sales, Own-child, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White
 Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White
 Private, Bachelors, Never-married, Sales, Own-child, Black
 Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White
 Private, Some-college, Divorced, Exec-managerial, Not-in-family, White
 Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black
 Private, 10th, Widowed, Farming-fishing, Unmarried, White
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White
 Private, Some-college, Never-married, Adm-clerical, Own-child, White
 Private, 10th, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo
 Private, HS-grad, Never-married, Other-service, Own-child, White
 Private, Some-college, Married-civ-spouse, Other-service, Wife, White
 Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, Black
 Private, Some-college, Never-married, Priv-house-serv, Own-child, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Private, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White
 Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White
 Private, Bachelors, Never-married, Tech-support, Own-child, White
 Private, HS-grad, Divorced, Other-service, Unmarried, White
 Private, Some-college, Never-married, Other-service, Own-child, White
